subj,group,dimCB,testOrder,x,phase,y,trialNum,FCrule
19354,differential,GB,expec-ID,3,test,0,1,linear blue
19354,differential,GB,expec-ID,9,test,100,2,linear blue
19354,differential,GB,expec-ID,7,test,100,3,linear blue
19354,differential,GB,expec-ID,1,test,0,4,linear blue
19354,differential,GB,expec-ID,4,test,1,5,linear blue
19354,differential,GB,expec-ID,5,test,74,6,linear blue
19354,differential,GB,expec-ID,8,test,100,7,linear blue
19354,differential,GB,expec-ID,6,test,100,8,linear blue
19354,differential,GB,expec-ID,2,test,0,9,linear blue
19354,differential,GB,expec-ID,11,test,100,10,linear blue
19354,differential,GB,expec-ID,10,test,100,11,linear blue
19356,differential,GB,expec-ID,8,test,65,1,similarity
19356,differential,GB,expec-ID,10,test,82,2,similarity
19356,differential,GB,expec-ID,4,test,8,3,similarity
19356,differential,GB,expec-ID,6,test,60,4,similarity
19356,differential,GB,expec-ID,5,test,26,5,similarity
19356,differential,GB,expec-ID,1,test,11,6,similarity
19356,differential,GB,expec-ID,9,test,74,7,similarity
19356,differential,GB,expec-ID,3,test,11,8,similarity
19356,differential,GB,expec-ID,7,test,60,9,similarity
19356,differential,GB,expec-ID,11,test,75,10,similarity
19356,differential,GB,expec-ID,2,test,10,11,similarity
19359,differential,GB,expec-ID,3,test,0,1,linear blue
19359,differential,GB,expec-ID,2,test,50,2,linear blue
19359,differential,GB,expec-ID,11,test,100,3,linear blue
19359,differential,GB,expec-ID,6,test,0,4,linear blue
19359,differential,GB,expec-ID,9,test,100,5,linear blue
19359,differential,GB,expec-ID,4,test,0,6,linear blue
19359,differential,GB,expec-ID,7,test,0,7,linear blue
19359,differential,GB,expec-ID,10,test,100,8,linear blue
19359,differential,GB,expec-ID,5,test,0,9,linear blue
19359,differential,GB,expec-ID,8,test,0,10,linear blue
19359,differential,GB,expec-ID,1,test,50,11,linear blue
19360,single,GB,expec-ID,7,test,79,1,similarity
19360,single,GB,expec-ID,4,test,37,2,similarity
19360,single,GB,expec-ID,5,test,79,3,similarity
19360,single,GB,expec-ID,10,test,30,4,similarity
19360,single,GB,expec-ID,9,test,71,5,similarity
19360,single,GB,expec-ID,1,test,25,6,similarity
19360,single,GB,expec-ID,6,test,78,7,similarity
19360,single,GB,expec-ID,11,test,76,8,similarity
19360,single,GB,expec-ID,3,test,72,9,similarity
19360,single,GB,expec-ID,2,test,25,10,similarity
19360,single,GB,expec-ID,8,test,83,11,similarity
19361,differential,BG,expec-ID,9,test,37,1,linear blue
19361,differential,BG,expec-ID,7,test,64,2,linear blue
19361,differential,BG,expec-ID,11,test,24,3,linear blue
19361,differential,BG,expec-ID,6,test,89,4,linear blue
19361,differential,BG,expec-ID,10,test,22,5,linear blue
19361,differential,BG,expec-ID,8,test,55,6,linear blue
19361,differential,BG,expec-ID,1,test,32,7,linear blue
19361,differential,BG,expec-ID,3,test,62,8,linear blue
19361,differential,BG,expec-ID,2,test,60,9,linear blue
19361,differential,BG,expec-ID,5,test,22,10,linear blue
19361,differential,BG,expec-ID,4,test,76,11,linear blue
19362,differential,BG,expec-ID,4,test,100,1,linear green
19362,differential,BG,expec-ID,3,test,0,2,linear green
19362,differential,BG,expec-ID,2,test,0,3,linear green
19362,differential,BG,expec-ID,11,test,100,4,linear green
19362,differential,BG,expec-ID,6,test,83,5,linear green
19362,differential,BG,expec-ID,7,test,38,6,linear green
19362,differential,BG,expec-ID,9,test,68,7,linear green
19362,differential,BG,expec-ID,1,test,0,8,linear green
19362,differential,BG,expec-ID,8,test,92,9,linear green
19362,differential,BG,expec-ID,5,test,35,10,linear green
19362,differential,BG,expec-ID,10,test,100,11,linear green
19366,differential,GB,expec-ID,10,test,65,1,linear blue
19366,differential,GB,expec-ID,5,test,0,2,linear blue
19366,differential,GB,expec-ID,8,test,39,3,linear blue
19366,differential,GB,expec-ID,6,test,3,4,linear blue
19366,differential,GB,expec-ID,2,test,22,5,linear blue
19366,differential,GB,expec-ID,4,test,1,6,linear blue
19366,differential,GB,expec-ID,3,test,31,7,linear blue
19366,differential,GB,expec-ID,11,test,78,8,linear blue
19366,differential,GB,expec-ID,7,test,100,9,linear blue
19366,differential,GB,expec-ID,1,test,33,10,linear blue
19366,differential,GB,expec-ID,9,test,73,11,linear blue
19369,differential,BG,expec-ID,11,test,10,1,similarity
19369,differential,BG,expec-ID,2,test,1,2,similarity
19369,differential,BG,expec-ID,8,test,95,3,similarity
19369,differential,BG,expec-ID,4,test,0,4,similarity
19369,differential,BG,expec-ID,1,test,0,5,similarity
19369,differential,BG,expec-ID,5,test,17,6,similarity
19369,differential,BG,expec-ID,9,test,37,7,similarity
19369,differential,BG,expec-ID,10,test,41,8,similarity
19369,differential,BG,expec-ID,6,test,69,9,similarity
19369,differential,BG,expec-ID,7,test,96,10,similarity
19369,differential,BG,expec-ID,3,test,0,11,similarity
19370,differential,BG,expec-ID,6,test,10,1,similarity
19370,differential,BG,expec-ID,3,test,95,2,similarity
19370,differential,BG,expec-ID,8,test,50,3,similarity
19370,differential,BG,expec-ID,5,test,62,4,similarity
19370,differential,BG,expec-ID,9,test,28,5,similarity
19370,differential,BG,expec-ID,2,test,91,6,similarity
19370,differential,BG,expec-ID,10,test,13,7,similarity
19370,differential,BG,expec-ID,11,test,18,8,similarity
19370,differential,BG,expec-ID,4,test,84,9,similarity
19370,differential,BG,expec-ID,7,test,25,10,similarity
19370,differential,BG,expec-ID,1,test,96,11,similarity
19373,differential,GB,expec-ID,11,test,50,1,similarity
19373,differential,GB,expec-ID,8,test,67,2,similarity
19373,differential,GB,expec-ID,7,test,50,3,similarity
19373,differential,GB,expec-ID,6,test,59,4,similarity
19373,differential,GB,expec-ID,2,test,0,5,similarity
19373,differential,GB,expec-ID,10,test,74,6,similarity
19373,differential,GB,expec-ID,9,test,59,7,similarity
19373,differential,GB,expec-ID,4,test,0,8,similarity
19373,differential,GB,expec-ID,3,test,0,9,similarity
19373,differential,GB,expec-ID,1,test,28,10,similarity
19373,differential,GB,expec-ID,5,test,77,11,similarity
19376,differential,GB,expec-ID,5,test,8,1,linear blue
19376,differential,GB,expec-ID,11,test,34,2,linear blue
19376,differential,GB,expec-ID,3,test,4,3,linear blue
19376,differential,GB,expec-ID,2,test,22,4,linear blue
19376,differential,GB,expec-ID,10,test,44,5,linear blue
19376,differential,GB,expec-ID,6,test,74,6,linear blue
19376,differential,GB,expec-ID,4,test,29,7,linear blue
19376,differential,GB,expec-ID,7,test,86,8,linear blue
19376,differential,GB,expec-ID,8,test,65,9,linear blue
19376,differential,GB,expec-ID,1,test,4,10,linear blue
19376,differential,GB,expec-ID,9,test,61,11,linear blue
19377,differential,BG,expec-ID,10,test,35,1,similarity
19377,differential,BG,expec-ID,1,test,11,2,similarity
19377,differential,BG,expec-ID,3,test,37,3,similarity
19377,differential,BG,expec-ID,5,test,80,4,similarity
19377,differential,BG,expec-ID,2,test,6,5,similarity
19377,differential,BG,expec-ID,6,test,85,6,similarity
19377,differential,BG,expec-ID,7,test,71,7,similarity
19377,differential,BG,expec-ID,11,test,39,8,similarity
19377,differential,BG,expec-ID,8,test,24,9,similarity
19377,differential,BG,expec-ID,9,test,19,10,similarity
19377,differential,BG,expec-ID,4,test,11,11,similarity
19378,differential,GB,expec-ID,8,test,96,1,similarity
19378,differential,GB,expec-ID,10,test,98,2,similarity
19378,differential,GB,expec-ID,9,test,99,3,similarity
19378,differential,GB,expec-ID,2,test,1,4,similarity
19378,differential,GB,expec-ID,11,test,98,5,similarity
19378,differential,GB,expec-ID,3,test,1,6,similarity
19378,differential,GB,expec-ID,1,test,1,7,similarity
19378,differential,GB,expec-ID,7,test,84,8,similarity
19378,differential,GB,expec-ID,6,test,82,9,similarity
19378,differential,GB,expec-ID,5,test,51,10,similarity
19378,differential,GB,expec-ID,4,test,20,11,similarity
19381,single,BG,expec-ID,6,test,79,1,linear blue
19381,single,BG,expec-ID,5,test,78,2,linear blue
19381,single,BG,expec-ID,11,test,68,3,linear blue
19381,single,BG,expec-ID,4,test,57,4,linear blue
19381,single,BG,expec-ID,10,test,66,5,linear blue
19381,single,BG,expec-ID,9,test,73,6,linear blue
19381,single,BG,expec-ID,1,test,82,7,linear blue
19381,single,BG,expec-ID,8,test,34,8,linear blue
19381,single,BG,expec-ID,7,test,27,9,linear blue
19381,single,BG,expec-ID,3,test,77,10,linear blue
19381,single,BG,expec-ID,2,test,62,11,linear blue
19382,single,GB,expec-ID,7,test,3,1,linear blue
19382,single,GB,expec-ID,2,test,5,2,linear blue
19382,single,GB,expec-ID,10,test,98,3,linear blue
19382,single,GB,expec-ID,1,test,0,4,linear blue
19382,single,GB,expec-ID,11,test,100,5,linear blue
19382,single,GB,expec-ID,3,test,3,6,linear blue
19382,single,GB,expec-ID,6,test,100,7,linear blue
19382,single,GB,expec-ID,5,test,3,8,linear blue
19382,single,GB,expec-ID,9,test,98,9,linear blue
19382,single,GB,expec-ID,8,test,100,10,linear blue
19382,single,GB,expec-ID,4,test,0,11,linear blue
19383,differential,GB,expec-ID,8,test,100,1,linear blue
19383,differential,GB,expec-ID,1,test,50,2,linear blue
19383,differential,GB,expec-ID,7,test,0,3,linear blue
19383,differential,GB,expec-ID,9,test,1,4,linear blue
19383,differential,GB,expec-ID,3,test,0,5,linear blue
19383,differential,GB,expec-ID,6,test,100,6,linear blue
19383,differential,GB,expec-ID,11,test,100,7,linear blue
19383,differential,GB,expec-ID,5,test,0,8,linear blue
19383,differential,GB,expec-ID,10,test,100,9,linear blue
19383,differential,GB,expec-ID,4,test,50,10,linear blue
19383,differential,GB,expec-ID,2,test,100,11,linear blue
19384,differential,BG,expec-ID,7,test,100,1,linear green
19384,differential,BG,expec-ID,10,test,50,2,linear green
19384,differential,BG,expec-ID,1,test,0,3,linear green
19384,differential,BG,expec-ID,6,test,100,4,linear green
19384,differential,BG,expec-ID,8,test,100,5,linear green
19384,differential,BG,expec-ID,3,test,0,6,linear green
19384,differential,BG,expec-ID,11,test,50,7,linear green
19384,differential,BG,expec-ID,5,test,0,8,linear green
19384,differential,BG,expec-ID,9,test,49,9,linear green
19384,differential,BG,expec-ID,4,test,0,10,linear green
19384,differential,BG,expec-ID,2,test,0,11,linear green
19386,single,BG,expec-ID,4,test,17,1,similarity
19386,single,BG,expec-ID,2,test,20,2,similarity
19386,single,BG,expec-ID,3,test,17,3,similarity
19386,single,BG,expec-ID,6,test,77,4,similarity
19386,single,BG,expec-ID,9,test,29,5,similarity
19386,single,BG,expec-ID,1,test,10,6,similarity
19386,single,BG,expec-ID,11,test,19,7,similarity
19386,single,BG,expec-ID,10,test,53,8,similarity
19386,single,BG,expec-ID,7,test,77,9,similarity
19386,single,BG,expec-ID,8,test,53,10,similarity
19386,single,BG,expec-ID,5,test,69,11,similarity
19387,differential,BG,expec-ID,8,test,43,1,similarity
19387,differential,BG,expec-ID,6,test,65,2,similarity
19387,differential,BG,expec-ID,3,test,25,3,similarity
19387,differential,BG,expec-ID,5,test,38,4,similarity
19387,differential,BG,expec-ID,4,test,34,5,similarity
19387,differential,BG,expec-ID,11,test,11,6,similarity
19387,differential,BG,expec-ID,10,test,18,7,similarity
19387,differential,BG,expec-ID,1,test,7,8,similarity
19387,differential,BG,expec-ID,7,test,59,9,similarity
19387,differential,BG,expec-ID,9,test,18,10,similarity
19387,differential,BG,expec-ID,2,test,19,11,similarity
19389,differential,BG,expec-ID,11,test,2,1,similarity
19389,differential,BG,expec-ID,1,test,2,2,similarity
19389,differential,BG,expec-ID,4,test,24,3,similarity
19389,differential,BG,expec-ID,3,test,20,4,similarity
19389,differential,BG,expec-ID,10,test,1,5,similarity
19389,differential,BG,expec-ID,8,test,8,6,similarity
19389,differential,BG,expec-ID,7,test,30,7,similarity
19389,differential,BG,expec-ID,2,test,19,8,similarity
19389,differential,BG,expec-ID,6,test,28,9,similarity
19389,differential,BG,expec-ID,5,test,21,10,similarity
19389,differential,BG,expec-ID,9,test,12,11,similarity
19392,differential,GB,expec-ID,1,test,0,1,similarity
19392,differential,GB,expec-ID,8,test,58,2,similarity
19392,differential,GB,expec-ID,2,test,4,3,similarity
19392,differential,GB,expec-ID,9,test,53,4,similarity
19392,differential,GB,expec-ID,6,test,68,5,similarity
19392,differential,GB,expec-ID,7,test,100,6,similarity
19392,differential,GB,expec-ID,5,test,14,7,similarity
19392,differential,GB,expec-ID,3,test,0,8,similarity
19392,differential,GB,expec-ID,10,test,55,9,similarity
19392,differential,GB,expec-ID,4,test,11,10,similarity
19392,differential,GB,expec-ID,11,test,50,11,similarity
19393,differential,BG,expec-ID,5,test,5,1,similarity
19393,differential,BG,expec-ID,11,test,80,2,similarity
19393,differential,BG,expec-ID,1,test,96,3,similarity
19393,differential,BG,expec-ID,6,test,7,4,similarity
19393,differential,BG,expec-ID,4,test,99,5,similarity
19393,differential,BG,expec-ID,10,test,80,6,similarity
19393,differential,BG,expec-ID,3,test,95,7,similarity
19393,differential,BG,expec-ID,7,test,11,8,similarity
19393,differential,BG,expec-ID,2,test,97,9,similarity
19393,differential,BG,expec-ID,8,test,8,10,similarity
19393,differential,BG,expec-ID,9,test,94,11,similarity
19397,differential,BG,expec-ID,1,test,19,1,similarity
19397,differential,BG,expec-ID,8,test,65,2,similarity
19397,differential,BG,expec-ID,10,test,73,3,similarity
19397,differential,BG,expec-ID,4,test,26,4,similarity
19397,differential,BG,expec-ID,3,test,14,5,similarity
19397,differential,BG,expec-ID,11,test,79,6,similarity
19397,differential,BG,expec-ID,9,test,72,7,similarity
19397,differential,BG,expec-ID,6,test,64,8,similarity
19397,differential,BG,expec-ID,7,test,63,9,similarity
19397,differential,BG,expec-ID,2,test,15,10,similarity
19397,differential,BG,expec-ID,5,test,42,11,similarity
19398,differential,GB,expec-ID,5,test,14,1,linear blue
19398,differential,GB,expec-ID,10,test,91,2,linear blue
19398,differential,GB,expec-ID,1,test,50,3,linear blue
19398,differential,GB,expec-ID,7,test,84,4,linear blue
19398,differential,GB,expec-ID,11,test,86,5,linear blue
19398,differential,GB,expec-ID,3,test,79,6,linear blue
19398,differential,GB,expec-ID,6,test,51,7,linear blue
19398,differential,GB,expec-ID,4,test,19,8,linear blue
19398,differential,GB,expec-ID,8,test,77,9,linear blue
19398,differential,GB,expec-ID,9,test,87,10,linear blue
19398,differential,GB,expec-ID,2,test,50,11,linear blue
19400,differential,BG,expec-ID,9,test,48,1,linear green
19400,differential,BG,expec-ID,4,test,0,2,linear green
19400,differential,BG,expec-ID,11,test,57,3,linear green
19400,differential,BG,expec-ID,6,test,54,4,linear green
19400,differential,BG,expec-ID,5,test,0,5,linear green
19400,differential,BG,expec-ID,3,test,36,6,linear green
19400,differential,BG,expec-ID,7,test,54,7,linear green
19400,differential,BG,expec-ID,1,test,38,8,linear green
19400,differential,BG,expec-ID,2,test,27,9,linear green
19400,differential,BG,expec-ID,8,test,52,10,linear green
19400,differential,BG,expec-ID,10,test,62,11,linear green
